,All,B,DC,Fibroblast,Gliacyte,Intestinal Epithelial,Lymphatic EC,Mast,Mono/Macro,Pericyte,Plasma,SMC,T,Tumor,Vascular EC
THBS2,0.10053549060803846,0.0,0.0,0.06829494572123851,-0.009644515793364297,-0.0007290972541070242,-0.009825500761696582,0.0,0.0,0.0,0.0,0.0,0.0,0.008472693912288056,0.0
TXNIP,0.10002669166757086,0.0,0.0,0.0,0.05953010457164961,0.0,0.0,0.0,0.0,0.0,0.02561268636666562,0.0,0.0,0.0,0.027860571820109422
BLK,0.09892180530985252,0.0,0.0,0.011259029752164846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006509509264407846
SULF1,0.09806722901394495,-0.0021149528189016416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014254452495618417,0.0
MGP,0.09646476391710104,0.03435063422300833,0.01938890185385833,0.07493723503532766,0.029367850372674774,0.0,-0.019150880335028698,0.0640099364912748,0.02431467465167033,0.07567216168683927,0.029210916543153692,0.02236807698982647,0.03586687608444757,0.005409089840286536,0.06719898996962718
CNN1,0.09516468690340422,0.0,0.0,-0.005832111201503821,-0.005626835046175985,-0.001147025859649368,0.0,0.0,0.0,-0.02465208418234842,0.0,0.05424015805788379,0.0,-0.0012799550954057774,0.0
C1S,0.09490850926177855,0.0,0.0,0.04010295994573341,0.0,0.0,0.0,0.0,0.0,0.0,0.03897648402648164,0.0,0.0,0.0006289732183781613,0.0
SRGN,0.09460595070594081,0.0,0.08840107529239827,0.0,-0.004385964912280805,0.0,0.0,0.07363890876790721,0.08958124639407321,0.0,0.0,0.0,0.0,0.01845904995001281,0.0
SYNM,0.09387837533409098,0.0,-0.0018312407192135449,-0.004431463277907973,0.0,0.0,0.0,0.0,0.0,-0.01304871847885261,0.030326139169245894,0.04323601489400019,-0.003023269628953009,-0.0028550408190352525,0.0
PTGDS,0.0923446784436041,0.05950965582097926,0.0,0.06741216845015975,0.017810430999133313,0.0,0.0,0.004767072274121019,0.12047478994572218,0.0966602023320373,0.0,0.0,0.0,0.007592122206883978,0.0
MMP1,0.09227507666429255,0.0,0.0,0.10457058783880714,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012899236272841323,0.0,-0.0020909160279214464,0.0,-0.0018624567269598903
HBA2,0.09200154205597592,-0.001508442702108963,-0.0024352473731376724,0.01869797957598558,0.0,-0.0014476872442708943,-0.0011261261261260988,0.0,0.0,-0.006493146015725319,-0.004332917886422943,0.0,0.0,0.01563813348186156,0.10586987411584356
COL6A1,0.09197942311823347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009337517967278393,0.0
FBLN1,0.09193790669256757,0.0,0.0,0.03777864481225172,-0.031803065804234226,0.0,-0.02152104957800139,0.0,0.014981000652678914,0.0,0.0,0.0,0.0,0.0072420251642107344,-0.015479655387381911
PLAC8,0.09097660118580725,0.0,0.0,0.0,0.0,0.12260611416261688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00275351821946094,0.0
CXCL14,0.08980732179380294,0.0,0.0,0.0,-0.003759398496240612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015454853821989805,0.0
VCAN,0.08807375495518135,0.0,0.01226653914881345,0.0,-0.022384616327080838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01203001938988984,0.0
CD37,0.0859291813738265,0.04858996461265332,0.0,0.0,0.0,-0.001748380327729294,-0.004378837710948185,0.0,0.0,-0.005112706306912296,0.0,-0.0010299004038224141,0.0,-0.001276920261035624,0.0
IGFBP3,0.08328010987384361,0.0,0.0,0.0,0.0,0.021608806147465246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019175756448787415,0.0
TIMP3,0.08018910121291951,0.058571398721711285,0.0,0.10108668805416736,0.0,0.0,0.04849289683681539,0.0,0.0,0.0,0.0,0.0,0.029086395534537027,0.0,0.0
COL12A1,0.07961826777859722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16128392844396297,0.03328523065619818,0.0
CLU,0.07944937570394583,0.1666712177968276,0.0,0.01878633795367931,0.15261593550576652,0.0,0.0,0.0,0.04651570829680158,-0.00668533506994012,0.0,0.0,0.0,0.0,0.0
MMP12,0.07922716419565627,0.0,0.0,0.0,0.0,-0.0008158625767156915,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013368996011508373,0.009528597942755103,0.0
FLNA,0.07898448874316011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020098840574959646,0.0
APOE,0.07893543991805911,0.0,0.0,0.03440588529335805,0.0016887395875009987,0.007369961812338345,0.0,0.0,0.11227449260845045,0.0,0.0,0.0,0.0,0.007507230216385612,0.0
TPM1,0.07888891942413685,0.0,0.014041557323891774,0.0,-0.02233079917906673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033481334045668776,0.0
BANK1,0.07881306333833446,0.03451141428510051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367558019210343,0.0,0.0
IGHG3,0.07842818625501402,0.0,0.0,0.03188179481200618,0.0,0.0,0.0,0.0,0.0,0.0,0.10506033647200264,-0.0016791638280372625,0.0,0.0,-0.003613403178139087
BGN,0.07825275218981995,0.0,-0.0077542669446726276,0.0,0.0,0.0,0.0,-0.005838944551977484,0.0,0.0,0.0,0.0,0.0,-0.00022095902505666788,0.0
IL7R,0.07715370133342092,0.006149420390148642,0.0,0.0,0.0,0.016153462650687272,-0.00455825435239816,0.0,0.0,0.0,0.0,0.0,0.06217020538466705,0.0033910933027191236,0.0
SPP1,0.07578545184148539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12530998930491213,-0.003155539502578844,-0.0021176071498931024,0.0,0.08570467542173255,0.06311847868062684,0.0
CD52,0.07578102739719376,0.039036028886573794,0.0,0.0,0.0,0.0,-0.0022522522522522665,0.0,0.0,0.0,0.0,-0.0007104283943778038,0.0,0.009666080735398607,0.0
CCL21,0.07529176956568563,0.0,0.0,0.019892429282003025,0.0,0.0,0.0,0.0,0.016918277013876177,-0.002482845017619179,0.0741462312320751,0.0,0.0,0.0,0.0
TRBC1,0.07526771053814657,0.0,0.0,0.0,-0.0037593984962406703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012626817184139416,0.0
CA4,0.07452059515293755,0.0,0.0,0.0,0.0,0.09098159606910733,0.0,0.0,0.0,0.0,-0.0007772566159224501,0.0,0.0,0.0,0.0
MMP3,0.07446450550574765,0.0,0.0,0.0,0.0,-0.0003314006154884677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POSTN,0.07422634378485463,0.0,-0.005799475233996058,0.0,0.0,0.0,-0.0028153153153153195,0.0,0.0,0.0,0.0,0.0,-0.0044051988944984796,0.0,0.0
GREM1,0.07407508340894763,0.0,-0.0024492158171372336,0.03397510781832468,0.0,0.0,0.08749981163699472,0.0,-0.012548427513422703,0.02599799524837526,0.0,0.0,-0.018901586255790154,0.0,-0.0057651687428508566
SYNPO2,0.07216110005642472,0.0,0.0,-0.005092005096930712,0.0,0.008708300512735946,0.0,0.0,0.0,-0.004392309570956234,0.010236454461994008,0.031238188274377278,0.0,-0.0022700808760641043,0.0
IL6,0.07129214226600392,-0.004756716138402994,-0.010111456582748788,0.0899209133997274,-0.01134425859643874,0.0,0.0,0.0,0.0,0.04500135553060238,0.0,0.0,0.05525146667579126,-0.002120394035440301,0.05752116697291201
CD79A,0.07084893927481377,0.0,0.0,0.0,0.0,-0.0005982076747967754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A1,0.0706094215012739,0.0,0.0,0.0,0.0,-0.006243146470813404,0.0,-0.0021929824561403594,0.0,0.0,0.05025608043210502,0.0,0.0,0.009635412604940012,0.0
CCL5,0.0701382147522552,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036549707602339704,0.03163622322697833,-0.00406383181537974,0.0,0.0,0.029034233302690116,-0.0023430944666365553,0.0
DUSP1,0.06996837313207574,0.0,0.0,0.017215653845310906,0.0,0.0,0.07655530428489242,-0.03802962593368964,0.04947407007594751,0.0,-0.0016481856691810664,0.0,0.0,0.032924189915419455,0.0
SPARCL1,0.06899832822873447,-0.00885704134935292,0.0,0.020360904926382914,-0.02818207067733847,0.0,0.0,-0.001461988304093582,0.0,0.10779896682649974,0.0,0.0,-0.014500104789301162,0.0,0.0
SELE,0.06777963850224614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16530075946371517,0.040751790979432496,-0.003444322369638624,0.0,0.0,0.0,0.12487995864344455
CCDC80,0.06747308633024353,0.026506556796656172,0.05325678020885937,0.04332261467685391,-0.009221987900223296,0.0,-0.015254854926309836,-0.003654970760233967,0.00749405571321331,0.0,0.012497175783546654,0.0,0.04640730245582963,-0.004392725495675644,0.0
SERPINE1,0.06738613506367815,0.0,-0.003995423924528454,0.0,-0.0031328320802005744,0.0,0.0,-0.004385964912280756,0.0,0.0,0.0,0.0,-0.005342686393704854,-0.002533970169800809,0.12825634790115759
IGFBP5,0.06730486440084765,0.0,0.0,0.07392391571916154,0.0,0.0,0.0,0.0,0.0,-0.03634886964307946,0.0,0.0,0.0073319337355255585,0.017104492242916654,0.0
CCN2,0.06696267104805151,0.004895650577704943,0.0,0.0,0.0,0.0,-0.015116697026542746,0.0,0.0,0.0,0.0,0.0,0.0,0.018885546194507212,0.030418663681032198
TNFAIP3,0.06694666231609156,0.0,0.0,0.0579865839224918,0.0,0.0,0.05269042055236907,0.08705220979208365,0.0,0.0,0.0,0.0,0.08877213651658052,0.0,0.0
ISLR,0.06640443690528135,-0.009267471231343393,0.0,0.0,0.0,0.0,0.0,-0.00511695906432763,0.0,0.0,0.0,0.0,0.0,0.02922414826017069,-0.004788223350840136
NR4A1,0.0658287483940197,0.0,0.0,0.03821756716299861,-0.017790200521678762,0.0,0.001413145204301914,0.0,0.0,0.0,0.0,0.08148876205277562,0.0,0.11514618574048066,0.0
S100A8,0.0655730538460964,-0.0012128784398205404,0.010803846602369214,0.0022743147662233447,-0.0012531328320801976,0.0,0.0,0.0,0.09960362889793584,-0.004986661702104655,0.0,0.0,0.0,0.02984410980088975,0.0606412495192112
CTSK,0.06516827143518614,0.0,0.028810330027442137,0.0351491019861817,0.0,0.018485166696434387,0.0,-0.008724462758968701,0.0,0.0,0.0,0.0,0.027459736681868515,-0.00031058330726436555,0.0
COMP,0.06471736804225224,0.0,0.0,0.07341815443029297,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032656993248829126,0.0,0.0,0.0,0.0
ZNF549,0.06445269215882225,-0.0035477473327512553,0.0,-0.001366921019086182,0.0,-0.000411000780703533,-0.00619369369369367,0.021034528463660374,-0.0007221992290446295,-0.0026994039051939614,-0.001344991410891955,0.04854068775310408,0.0,-0.0012616888331032532,0.0
IFI30,0.06395222001605223,0.0,0.0,0.0,-0.0031328320802005744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008635451403736876,0.0
CTSE,0.06375459233749418,0.0,0.0,0.0,0.0,0.058843730053712524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005167126944756212,0.0
IKZF1,0.0633747684651503,0.0,0.0,0.0,-0.003759398496240677,-0.0051417556266178145,0.0,0.0,0.0,0.022250162903743965,0.0,0.0,0.05104344431157913,-0.002144676322345359,0.0
ETS1,0.06266249670589712,0.0,0.0,0.0,-0.01010131105390074,0.0,0.0,0.0,0.0,0.0,0.0,-0.004123196911394456,0.05284639527387433,0.005689737235047403,0.0
